GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
elementos,es.iespuertodelacruz.javier,Principal,0,39,0,0,0,13,0,3,0,3
elementos,es.iespuertodelacruz.javier,Cuenta,0,101,0,6,0,35,0,19,0,16
elementos,es.iespuertodelacruz.javier.exceptions,CuentaException,0,9,0,0,0,4,0,2,0,2
